key,0,1,2,3,4,5,6,7,8,9,10
#,Image,FontColor,,,,UnlockCondition,,,,SortKey,Name
int32,Image,byte,bool,bool,byte,BannerCondition,uint16,uint16,byte,uint16,str
0,,0,True,True,0,"BannerCondition#0",0,0,0,0,"None"
1,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
2,"ui/icon/193000/193002.tex",1,True,True,0,"BannerCondition#1",0,0,1,1,"Solid Black"
3,"ui/icon/193000/193003.tex",2,True,True,0,"BannerCondition#1",0,0,1,2,"Solid White"
4,"ui/icon/193000/193004.tex",1,True,True,0,"BannerCondition#1",0,0,1,5,"Solid Purple"
5,"ui/icon/193000/193005.tex",1,True,True,0,"BannerCondition#1",0,0,1,6,"Tank Gradient"
6,"ui/icon/193000/193006.tex",1,True,True,0,"BannerCondition#1",0,0,1,8,"DPS Gradient"
7,"ui/icon/193000/193007.tex",1,True,True,0,"BannerCondition#1",0,0,1,7,"Healer Gradient"
8,"ui/icon/193000/193008.tex",2,True,True,0,"BannerCondition#1",0,0,1,4,"Solid Ivory"
9,"ui/icon/193000/193009.tex",1,True,True,0,"BannerCondition#1",0,0,1,10,"Semi-transparent"
10,"ui/icon/193000/193010.tex",2,True,True,0,"BannerCondition#1",0,0,1,3,"Solid Beige"
11,"ui/icon/193000/193011.tex",2,True,True,0,"BannerCondition#1",0,0,1,9,"Lavender Gradient"
12,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
13,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
14,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
15,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
16,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
17,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
18,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
19,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
20,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
21,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
22,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
23,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
24,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
25,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
26,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
27,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
28,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
29,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
30,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
31,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
32,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
33,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
34,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
35,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
36,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
37,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
38,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
39,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
40,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
41,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
42,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
43,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
44,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
45,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
46,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
47,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
48,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
49,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
50,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
51,,0,False,False,0,"BannerCondition#0",0,0,0,0,""
52,"ui/icon/193000/193901.tex",1,True,True,0,"BannerCondition#154",0,0,7,4000,"Companion 1"
53,"ui/icon/193000/193902.tex",1,True,True,0,"BannerCondition#155",0,0,7,4001,"Companion 2"
54,"ui/icon/193000/193701.tex",1,True,True,0,"BannerCondition#319",0,0,4,2500,"Unending Coil of Bahamut"
55,"ui/icon/193000/193702.tex",1,True,True,0,"BannerCondition#320",0,0,4,2501,"Weapon's Refrain"
56,"ui/icon/193000/193703.tex",2,True,True,0,"BannerCondition#321",0,0,4,2502,"Epic of Alexander"
57,"ui/icon/193000/193704.tex",1,True,True,0,"BannerCondition#322",0,0,4,2503,"Dragonsong's Reprise"
58,"ui/icon/193000/193966.tex",1,True,True,0,"BannerCondition#344",0,0,3,2315,"Last Dregs"
59,"ui/icon/193000/193012.tex",1,True,True,0,"BannerCondition#1",0,0,1,11,"Coffee Break"
