key,0,1,2,3,4,5,6,7,8,9,10
#,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article,Title,Map,
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,str,byte,bit&01
1000000,"",0,"",0,0,1,0,0,"",3,False
1000001,"",0,"",0,0,0,0,0,"",0,False
1000002,"",0,"",0,0,0,0,0,"",0,False
1000003,"",0,"",0,0,0,0,0,"",0,False
1000004,"",0,"",0,0,0,0,0,"",0,False
1000005,"",0,"",0,0,0,0,0,"",0,False
1000006,"",0,"",0,0,0,0,0,"",0,False
1000007,"",0,"",0,0,0,0,0,"",0,False
1000008,"",0,"",0,0,0,0,0,"",0,False
1000009,"",0,"",0,0,0,0,0,"",0,False
1000010,"",0,"",0,0,0,0,0,"",0,False
1000011,"",0,"",0,0,0,0,0,"",0,False
1000012,"",0,"",0,0,0,0,0,"",0,False
1000013,"",0,"",0,0,0,0,0,"",0,False
1000014,"",0,"",0,0,0,0,0,"",0,False
1000015,"",0,"",0,0,0,0,0,"",0,False
1000016,"",0,"",0,0,0,0,0,"",0,False
1000017,"",0,"",0,0,0,0,0,"",0,False
1000018,"",0,"",0,0,0,0,0,"",0,False
1000019,"",0,"",0,0,0,0,0,"",0,False
1000020,"",0,"",0,0,0,0,0,"",0,False
1000021,"",0,"",0,0,0,0,0,"",0,False
1000022,"",0,"",0,0,0,0,0,"",0,False
1000023,"",0,"",0,0,0,0,0,"",0,False
1000024,"",0,"",0,0,0,0,0,"",0,False
1000025,"",0,"",0,0,0,0,0,"",0,False
1000026,"",0,"",0,0,0,0,0,"",0,False
1000027,"",0,"",0,0,0,0,0,"",0,False
1000028,"",0,"",0,0,0,0,0,"",0,False
1000029,"",0,"",0,0,0,0,0,"",0,False
1000030,"",0,"",0,0,0,0,0,"",0,False
1000031,"",0,"",0,0,0,0,0,"",0,False
1000032,"",0,"",0,0,0,0,0,"",0,False
1000033,"",0,"",0,0,0,0,0,"",0,False
1000034,"",0,"",0,0,0,0,0,"",0,False
1000035,"",0,"",0,0,0,0,0,"",0,False
1000036,"",0,"",0,0,0,0,0,"",0,False
1000037,"",0,"",0,0,0,0,0,"",0,False
1000038,"",0,"",0,0,0,0,0,"",0,False
1000039,"",0,"",0,0,0,0,0,"",0,False
1000040,"",0,"",0,0,0,0,0,"",0,False
1000041,"",0,"",0,0,0,0,0,"",0,False
1000042,"",0,"",0,0,0,0,0,"",0,False
1000043,"",0,"",0,0,0,0,0,"",0,False
1000044,"",0,"",0,0,0,0,0,"",0,False
1000045,"",0,"",0,0,0,0,0,"",0,False
1000046,"",0,"",0,0,0,0,0,"",0,False
1000047,"",0,"",0,0,0,0,0,"",0,False
1000048,"",0,"",0,0,0,0,0,"",0,False
1000049,"",0,"",0,0,0,0,0,"",0,False
1000050,"",0,"",0,0,0,0,0,"",0,False
1000051,"",0,"",0,0,0,0,0,"",0,False
1000052,"",0,"",0,0,0,0,0,"",0,False
1000053,"",0,"",0,0,0,0,0,"",0,False
1000054,"",0,"",0,0,0,0,0,"",0,False
1000055,"",0,"",0,0,0,0,0,"",0,False
1000056,"",0,"",0,0,0,0,0,"",0,False
1000057,"",0,"",0,0,0,0,0,"",0,False
1000058,"",0,"",0,0,0,0,0,"",0,False
1000059,"",0,"",0,0,0,0,0,"",0,False
1000060,"",0,"",0,0,0,0,0,"",0,False
1000061,"",0,"",0,0,0,0,0,"",0,False
1000062,"",0,"",0,0,0,0,0,"",0,False
1000063,"Mogry-Postbote",8,"Mogry-Postboten",1,0,1,0,0,"",3,True
1000064,"",0,"",0,0,0,0,0,"",0,False
1000065,"",0,"",0,0,0,0,0,"",0,False
1000066,"",0,"",0,0,0,0,0,"",0,False
1000067,"",0,"",0,0,0,0,0,"",0,False
1000068,"",0,"",0,0,0,0,0,"",0,False
1000069,"",0,"",0,0,0,0,0,"",0,False
1000070,"",0,"",0,0,0,0,0,"",0,False
1000071,"",0,"",0,0,0,0,0,"",0,False
1000072,"",0,"",0,0,0,0,0,"",0,False
1000073,"",0,"",0,0,0,0,0,"",0,False
1000074,"",0,"",0,0,0,0,0,"",0,False
1000075,"",0,"",0,0,0,0,0,"",0,False
1000076,"",0,"",0,0,0,0,0,"",0,False
1000077,"",0,"",0,0,0,0,0,"",0,False
1000078,"",0,"",0,0,0,0,0,"",0,False
1000079,"",0,"",0,0,0,0,0,"",0,False
1000080,"",0,"",0,0,1,0,0,"",3,False
1000081,"",0,"",0,0,1,0,0,"",3,False
1000082,"",0,"",0,0,1,0,0,"",3,False
1000083,"",0,"",0,0,1,0,0,"",3,False
1000084,"",0,"",0,0,1,0,0,"",3,False
1000085,"",0,"",0,0,1,0,0,"",3,False
1000086,"",0,"",0,0,1,0,0,"",3,False
1000087,"",0,"",0,0,1,0,0,"",3,False
1000088,"",0,"",0,0,1,0,0,"",3,False
1000089,"",0,"",0,0,1,0,0,"",3,False
1000090,"",0,"",0,0,1,0,0,"",3,False
1000091,"",0,"",0,0,1,0,0,"",3,False
1000092,"",0,"",0,0,1,0,0,"",3,False
1000093,"",0,"",0,0,1,0,0,"",3,False
1000094,"",0,"",0,0,1,0,0,"",3,False
1000095,"",0,"",0,0,1,0,0,"",3,False
1000096,"",0,"",0,0,1,0,0,"",3,False
1000097,"",0,"",0,0,1,0,0,"",3,False
1000098,"",0,"",0,0,1,0,0,"",3,False
1000099,"",0,"",0,0,1,0,0,"",3,False
1000100,"Miounne",3,"NONE",1,0,0,1,1,"Inhaberin",3,True
1000101,"Gontrant",3,"NONE",1,0,0,0,1,"Freibriefe",3,True
1000102,"Antoinaut",3,"NONE",1,0,0,0,1,"Gästezimmer",3,True
1000103,"",0,"",0,0,0,0,0,"",0,False
1000104,"Gyles",3,"NONE",1,0,0,0,1,"",5,False
1000105,"Tierney",3,"NONE",1,0,0,1,1,"Freibriefe",3,True
1000106,"Lionnellais",3,"NONE",1,0,0,0,1,"Luftschiff",3,True
1000107,"Hida",3,"NONE",1,0,0,1,1,"",3,False
1000108,"",0,"",0,0,1,0,0,"",5,False
1000109,"Highwind-Bedienstet[a]",3,"Highwind-Bedienstet[a]",1,0,1,1,0,"Ausgang",3,True
1000110,"",0,"",0,0,1,0,0,"",5,False
1000111,"",0,"",0,0,1,0,0,"",5,False
1000112,"",0,"",0,0,1,0,0,"",5,False
1000113,"",0,"",0,0,1,0,0,"SHOP",5,False
1000114,"",0,"",0,0,1,0,0,"",5,False
1000115,"",0,"",0,0,1,0,0,"",5,False
1000116,"",0,"",0,0,1,0,0,"",5,False
1000117,"",0,"",0,0,1,0,0,"",5,False
1000118,"",0,"",0,0,1,0,0,"",5,False
