key,0,1,2,3,4,5,6,7
#,Image,FontColor,,,,UnlockCondition,SortKey,Name
int32,Image,byte,bool,bool,byte,BannerCondition,uint16,str
0,,0,True,True,0,"BannerCondition#0",0,"Rien"
1,,0,False,False,0,"BannerCondition#0",0,""
2,"ui/icon/193000/193002.tex",1,True,True,0,"BannerCondition#1",1,"Noir"
3,"ui/icon/193000/193003.tex",2,True,True,0,"BannerCondition#1",2,"Blanc"
4,"ui/icon/193000/193004.tex",1,True,True,0,"BannerCondition#1",5,"Violet"
5,"ui/icon/193000/193005.tex",1,True,True,0,"BannerCondition#1",6,"Dégradé tank"
6,"ui/icon/193000/193006.tex",1,True,True,0,"BannerCondition#1",8,"Dégradé DPS"
7,"ui/icon/193000/193007.tex",1,True,True,0,"BannerCondition#1",7,"Dégradé soigneur"
8,"ui/icon/193000/193008.tex",2,True,True,0,"BannerCondition#1",4,"Blanc cassé"
9,"ui/icon/193000/193009.tex",1,True,True,0,"BannerCondition#1",10,"Semi-transparent"
10,"ui/icon/193000/193010.tex",2,True,True,0,"BannerCondition#1",3,"Beige"
11,"ui/icon/193000/193011.tex",2,True,True,0,"BannerCondition#1",9,"Dégradé rose"
12,,0,False,False,0,"BannerCondition#0",0,""
13,,0,False,False,0,"BannerCondition#0",0,""
14,,0,False,False,0,"BannerCondition#0",0,""
15,,0,False,False,0,"BannerCondition#0",0,""
16,,0,False,False,0,"BannerCondition#0",0,""
17,,0,False,False,0,"BannerCondition#0",0,""
18,,0,False,False,0,"BannerCondition#0",0,""
19,,0,False,False,0,"BannerCondition#0",0,""
20,,0,False,False,0,"BannerCondition#0",0,""
21,,0,False,False,0,"BannerCondition#0",0,""
22,,0,False,False,0,"BannerCondition#0",0,""
23,,0,False,False,0,"BannerCondition#0",0,""
24,,0,False,False,0,"BannerCondition#0",0,""
25,,0,False,False,0,"BannerCondition#0",0,""
26,,0,False,False,0,"BannerCondition#0",0,""
27,,0,False,False,0,"BannerCondition#0",0,""
28,,0,False,False,0,"BannerCondition#0",0,""
29,,0,False,False,0,"BannerCondition#0",0,""
30,,0,False,False,0,"BannerCondition#0",0,""
31,,0,False,False,0,"BannerCondition#0",0,""
32,,0,False,False,0,"BannerCondition#0",0,""
33,,0,False,False,0,"BannerCondition#0",0,""
34,,0,False,False,0,"BannerCondition#0",0,""
35,,0,False,False,0,"BannerCondition#0",0,""
36,,0,False,False,0,"BannerCondition#0",0,""
37,,0,False,False,0,"BannerCondition#0",0,""
38,,0,False,False,0,"BannerCondition#0",0,""
39,,0,False,False,0,"BannerCondition#0",0,""
40,,0,False,False,0,"BannerCondition#0",0,""
41,,0,False,False,0,"BannerCondition#0",0,""
42,,0,False,False,0,"BannerCondition#0",0,""
43,,0,False,False,0,"BannerCondition#0",0,""
44,,0,False,False,0,"BannerCondition#0",0,""
45,,0,False,False,0,"BannerCondition#0",0,""
46,,0,False,False,0,"BannerCondition#0",0,""
47,,0,False,False,0,"BannerCondition#0",0,""
48,,0,False,False,0,"BannerCondition#0",0,""
49,,0,False,False,0,"BannerCondition#0",0,""
50,,0,False,False,0,"BannerCondition#0",0,""
51,,0,False,False,0,"BannerCondition#0",0,""
52,"ui/icon/193000/193901.tex",1,True,True,0,"BannerCondition#154",4000,"Companion 1"
53,"ui/icon/193000/193902.tex",1,True,True,0,"BannerCondition#155",4001,"Companion 2"
54,"ui/icon/193000/193701.tex",1,True,True,0,"BannerCondition#319",2500,"Abîme infini de Bahamut (fatal)"
55,"ui/icon/193000/193702.tex",1,True,True,0,"BannerCondition#320",2501,"Fantasmagorie d'Ultima (fatal)"
56,"ui/icon/193000/193703.tex",2,True,True,0,"BannerCondition#321",2502,"Odyssée d'Alexander (fatal)"
57,"ui/icon/193000/193704.tex",1,True,True,0,"BannerCondition#322",2503,"Guerre du chant des dragons (fatal)"
58,"ui/icon/193000/193966.tex",1,True,True,0,"BannerCondition#344",2307,"Quêtes tribales des Omicrons"
59,"ui/icon/193000/193012.tex",1,True,True,0,"BannerCondition#1",11,"Salon de thé"
60,"ui/icon/193000/193013.tex",1,True,True,0,"BannerCondition#1",12,"Motifs géométriques : cercles"
61,"ui/icon/193000/193014.tex",1,True,True,0,"BannerCondition#347",13,"Musical"
